gene_id,raw_count,effective_length,FPKM,TPM
ENSG00000223972,0,565.34,0.0,0.0
ENSG00000227232,0,1313.34,0.0,0.0
ENSG00000278267,0,5.57,0.0,0.0
ENSG00000243485,0,433.34,0.0,0.0
ENSG00000284332,0,71.34,0.0,0.0
ENSG00000237613,0,973.2,0.0,0.0
ENSG00000268020,0,773.34,0.0,0.0
ENSG00000240361,0,872.34,0.0,0.0
ENSG00000186092,0,2551.34,0.0,0.0
ENSG00000241860,0,748.38,0.0,0.0
ENSG00000239945,0,1252.34,0.0,0.0
ENSG00000233750,1,3745.34,0.3612231556866188,0.16461050693547602
ENSG00000268903,0,688.34,0.0,0.0
ENSG00000269981,0,217.34,0.0,0.0
ENSG00000239906,0,256.34,0.0,0.0
ENSG00000222623,0,37.34,0.0,0.0
ENSG00000241599,0,390.34,0.0,0.0
ENSG00000279928,0,503.34,0.0,0.0
ENSG00000279457,0,1330.34,0.0,0.0
ENSG00000273874,0,5.57,0.0,0.0
ENSG00000228463,0,390.34,0.0,0.0
ENSG00000236679,0,318.34,0.0,0.0
ENSG00000236601,0,629.94,0.0,0.0
ENSG00000269732,0,296.34,0.0,0.0
ENSG00000284733,0,872.34,0.0,0.0
ENSG00000237094,0,116.34,0.0,0.0
ENSG00000233653,0,2410.34,0.0,0.0
ENSG00000250575,0,1172.34,0.0,0.0
ENSG00000278757,0,37.34,0.0,0.0
ENSG00000225880,2,494.98,5.46649777332143,2.49109990725167
ENSG00000235146,0,624.59,0.0,0.0
ENSG00000225972,3,305.34,13.292430083703293,6.057401415265434
ENSG00000225630,12,977.34,16.611253409286277,7.569799448041203
ENSG00000237973,3,1476.34,2.749170652937645,1.2528055516596093
ENSG00000278791,0,22.34,0.0,0.0
ENSG00000229344,1,615.34,2.198627643123023,1.0019214028759966
ENSG00000240409,0,140.34,0.0,0.0
ENSG00000248527,219,614.34,482.2832209010178,219.7779522967929
ENSG00000198744,0,480.34,0.0,0.0
ENSG00000268663,0,357.34,0.0,0.0
ENSG00000284662,0,872.34,0.0,0.0
ENSG00000230021,0,116.34,0.0,0.0
ENSG00000229376,0,2388.34,0.0,0.0
ENSG00000223181,0,37.34,0.0,0.0
ENSG00000229905,0,389.34,0.0,0.0
ENSG00000228327,0,350.34,0.0,0.0
ENSG00000237491,3,568.94,7.1338113012935676,3.2508998279909083
ENSG00000230092,0,171.34,0.0,0.0
ENSG00000177757,0,1893.34,0.0,0.0
ENSG00000228794,12,1376.7,11.792578199340344,5.373914282377126
ENSG00000230368,0,396.34,0.0,0.0
ENSG00000234711,0,991.34,0.0,0.0
ENSG00000283040,0,770.34,0.0,0.0
ENSG00000272438,0,1003.38,0.0,0.0
ENSG00000223764,0,1362.47,0.0,0.0
ENSG00000187634,0,1631.08,0.0,0.0
ENSG00000188976,9,2536.54,4.800291659218419,2.187507724858052
ENSG00000187961,6,2500.34,3.2465269537406614,1.4794523529897114
ENSG00000187583,1,3109.34,0.4351095518403651,0.1982807657077437
ENSG00000187642,0,2497.84,0.0,0.0
ENSG00000272512,0,2019.34,0.0,0.0
ENSG00000188290,2,973.34,2.779919727781291,1.266817999970649
ENSG00000187608,11,570.34,26.093100384178786,11.89070637953304
ENSG00000231702,0,87.34,0.0,0.0
ENSG00000224969,0,404.34,0.0,0.0
ENSG00000188157,0,3523.44,0.0,0.0
ENSG00000242590,0,335.34,0.0,0.0
ENSG00000273443,0,925.84,0.0,0.0
ENSG00000217801,0,1152.34,0.0,0.0
ENSG00000237330,0,1833.34,0.0,0.0
ENSG00000131591,3,2362.34,1.7180890988418105,0.782938505099667
ENSG00000223823,0,1553.34,0.0,0.0
ENSG00000207730,0,28.34,0.0,0.0
ENSG00000207607,0,23.34,0.0,0.0
ENSG00000198976,0,16.34,0.0,0.0
ENSG00000272141,0,920.34,0.0,0.0
ENSG00000205231,0,3465.34,0.0,0.0
ENSG00000162571,0,1082.97,0.0,0.0
ENSG00000186891,0,774.84,0.0,0.0
ENSG00000186827,2,744.34,3.6351762203275944,1.6565610233111636
ENSG00000078808,29,1894.13,20.713574297255366,9.439239738204748
ENSG00000176022,11,2738.34,5.434657081703707,2.476590005807487
ENSG00000184163,0,638.54,0.0,0.0
ENSG00000260179,0,1491.34,0.0,0.0
ENSG00000160087,49,2193.34,30.22434878406755,13.773329026161049
ENSG00000230415,0,533.68,0.0,0.0
ENSG00000162572,3,2612.34,1.553668588988402,0.7080115712874845
ENSG00000131584,1,2326.34,0.5815588150998224,0.2650181469801129
ENSG00000278073,0,3.42,0.0,0.0
ENSG00000169972,0,962.49,0.0,0.0
ENSG00000127054,11,1126.74,13.207961795190133,6.018908955484739
ENSG00000283712,0,4.58,0.0,0.0
ENSG00000240731,0,319.34,0.0,0.0
