"cell_type","Patient10_2T","Patient1_2T","Patient2_2T","Patient3_5T","Patient4_3T","Patient5_3T","Patient6_4T","Patient7_2T","Patient8_1T","Patient9_1T","SRR17386548","SRR17386549","SRR17386550","SRR17386551","SRR17386552","SRR17386553","SRR17386554","SRR17386555","SRR17386556","SRR17386557","SRR17386558"
"B cell",0.121418673029202,0.128763034490636,0.0780330246670589,0.0867950991808632,0.162706703597811,0.0568245847619246,0.183657930935146,0.344062159850168,0.0549731732069925,0.413688297646031,0.0441989430346853,0.0543995713509738,0.0673951188555057,0.0549416840050579,0.0448108818469795,0.0685509813038956,0.0461275304598107,0.095198540011404,0.0437071473369497,0.0465161462369563,0.0429853474486414
