,HLA-A,,DDX17,,GBP1,,IFIT1,LILRA4,IKBKE,IFNA1,DTX4,C2CD6,C10orf143,CA12,C10orf62,BTN3A1,BMP2K,BTG2,CD34,C1orf74,ASH1L,BRPF1,CD84,BNIPL,BTBD6,CASP1,CAPN3,B3GALNT2,CARD6,C5orf34,C19orf53,C11orf97,CELSR3,COL4A2,BTBD2,CAPN15,CACNG8,BTG3,C9orf43,CHST15,ATP8A2,CACNG8,CD274,CARD9,CD274,CDC25B,CENPP,CD69,CD300LF,C1QBP,BCL2L11,CALHM2,C2CD5,BVES,C8orf76,BCL7B,BCO1,CBR3,BAZ1A,BID,ASGR1,C12orf57,CCNF,C11orf71,CACNA1H,BLTP1,BSCL2,ATP2A3,ATXN7L1,C1QBP,ATOSB,ATG4C,C1orf21,,IFNA7,IRF9,IFNA17,MAP3K1,TBK1
,HLA-C,,DDX21,,HADH,,IGFBP6,LILRB1,IRAK1,IFNA10,FLOT1,CABP7,CARMIL1,CALML5,C17orf75,BTN3A3,BTLA,C15orf39,CD86,C5orf63,ATP10D,BZW2,CDH16,CADM2,BZW2,CASP4LP,CBLN1,BLTP2,CAVIN3,C6orf120,C2orf42,C14orf93,CES3,CORO7,CARD11,CCPG1,CAPG,CBLN1,CCIN,CLDND2,AVPI1,CARMIL1,CDC37L1,CATSPERD,CDC20B,CDC25C,CENPT,CD82,CD33,CA12,BIRC3,CASD1,CA2,C8orf48,CAD,BTBD3,BCR,CCDC102A,BBOF1,BOLA2,ATG16L2,C12orf75,CDC27,C12orf56,CBFB,BRD3OS,C2CD5,AUTS2,AXIN2,CACHD1,ATP2A3,ATL1,CACNB1,,IFNA8,JAK1,IFNA2,MAPK14,TLR2
,HLA-E,,DNAJC2,,HADHB,,IQGAP2,MIR21,IRF1,IFNA14,G3BP1,CCDC107,CASK,CAMK2G,C4orf36,C16orf54,C1orf216,C20orf96,CHD3,CAMLG,AXIN2,C15orf39,CDKN1C,CCDC162P,C2orf69,CCDC180,CD3E,BPNT1,CBLC,CASD1,CCNA2,C16orf78,CHST11,CPNE3,CARS1,CDH5,CCR10,CBS,CCL5,CLEC2D,B3GNT5,CATSPER4,CDK11B,CCR4,CDC42EP1,CDIN1,CERK,CDK5RAP3,CD68,CAMKMT,BLCAP,CCDC15,CABLES2,CBFA2T3,CALR,BTF3,BHLHE40,CCN1,BCL10,BSCL2,ATP11C,C1orf56,CDC7,C3orf62,CCDC122,BST1,CAMKK1,B3GALT4,BEND5,CAD,ATP2B4,BCKDHB,CAPN1,,IFNB1,STAT1,IFNA21,MAPKAP1,TLR3
,IFI16,,EIF2AK2,,HLA-A,,IRF1,MIR26B,IRF3,IFNA16,GAPDH,CCDC144A,CCT6B,CANX,CA8,C1orf21,C2orf49,CALR,CNDP2,CASP4,BAZ2B,C19orf44,CHAD,CCDC171,CAMK1D,CCL20,CDH5,BRAT1,CCDC32,CBLB,CDCA5,C19orf12,CIAO3,CRYL1,CBFA2T3,CELSR3,CCRL2,CCDC110,CCRL2,CMKLR1,BCAS3,CBR3,CHD2,CCR7,CHRNE,CDK2AP1,CFAP20,CDX1,CD86,CASP4,BRWD1,CCNA2,CASP7,CDC14B,CCDC134,C2orf42,BNC2,CCNY,BHLHE40,CA9,ATP5ME,C2orf76,CDR2,CACNA1C,CCDC34,C19orf44,CARNS1,B3GLCT,BTF3,CASP10,ATXN1,BCL9,CD1A,,IKBKB,STAT2,IFNA4,MLST8,TLR4
,IFI30,,EIF2B1,,HLA-C,,KLF4,MORC3,IRF5,IFNA17,GARIN5A,CCDC38,CDIN1,CASP6,CASZ1,C2orf68,C3,CARS1,COG8,CCNG1,BICRA,CA5B,CILK1,CCER1,CBX1,CD74,CDH9,BTBD6,CCN4,CBR3,CDR2,C5AR1,CLUAP1,CST7,CCDC88B,CEP170B,CD69,CCDC120,CD70,CPNE7,BMAL1,CCDC50,CHKA,CD72,CHST15,CENPF,CKB,CEP57,CEP170,CCDC80,BTG1,CCNB1IP1,CBX5,CDC20,CCDC62,C9orf85,BPIFB2,CD22,BLCAP,CAMSAP2,ATP6V1G1,CACNA1C,CEP152,CALCR,CCHCR1,CACNA1B,CCDC47,B4GALT5,C7orf33,CATSPER2P1,BMPR1A,BCORP1,CD58,,IKBKE,TYK2,IFNA5,MTOR,TLR6
,IFI35,,EIF3A,,HLA-E,,NFKBIA,NLRC3,IRF7,IFNA2,GBP7,CD70,CIRBP,CCDC12,CCDC18,C3AR1,C3orf62,CASP9,CORO2A,CCSER2,BICRAL,CARMIL2,COMMD9,CD207,CCL17,CDC42EP3,CELF5,BZW2,CCND2,CCAR1,CDV3,C8A,CLUH,CXCR6,CDC7,CEP250,CD70,CDRT4,CD8B,CRAT,BTG1,CCN4,CLK1,CD93,CHST2,CERS6,CKS1B,CLEC3B,CFLAR,CCNYL1,C1QTNF3,CCNH,CCDC81,CDC25B,CD5,CAMSAP3,BUD31,CD69,BRD3,CAPN2,ATXN7L2,CAPG,CEP72,CARMIL1,CCP110,CALY,CCNL1,BHLHE40,CALD1,CBY1,C12orf75,C1GALT1,CD99,,IKBKG,,IFNA6,PDCD4,TLR7
,IFI44,,ELF1,,ICAM1,,NMI,NLRX1,ISG15,IFNA21,GPATCH3,COQ7,CLASP2,CD14,CCDC39,CAMSAP2,CATSPERZ,CAST,CORO7,CD69,BLVRB,CCN5,CXCL10,CECR2,CCL26,CENPJ,CENPL,C2orf69,CD3G,CCDC120,CEBPZ,CAMK2D,COG5,CYFIP2,CDK5RAP3,CES3,CD80,CEBPA,CDH8,CRIM1,CCDC63,CCNH,CLK4,CERK,CMKLR1,CHD9,CLSPN,CMTR1,CGRRF1,CDC42BPA,CCL3,CD200R1L,CCNI,CDCA2,CD83,CASP12,C16orf90,CEPT1,C1orf56,CCDC115,B4GALNT4,CCDC28A,CFAP20,CATSPER2,CDK4,CCDC12,CCNYL1,BMPR1A,CAMSAP2,CCDC102B,C1orf21,CACHD1,CDC14A,,IL18,,IFNA7,PIAS1,TLR9
,IFI6,,ELK4,,IFI16,,PLAUR,NMI,KPNA2,IFNA4,HAVCR2,CPN1,CMSS1,CD81,CCL19,CASP8,CBLB,CCAR2,CPB2,CDK17,BTLA,CCR1,CXXC5,CENPO,CCSAP,CEP290,CEP57L1,CARD9,CD74,CCDC186,CHST11,CARD6,COIL,CYP2W1,CHCHD4,CFAP69,CDK10,CENPL,CDKN2A,CX3CR1,CD163L1,CDC42EP3,CNBP,CLEC12A,CRIM1,CHFR,CPM,COX6A2,CHMP5,CDYL2,CCNK,CEP70,CD86,CDCA3,CFAP43,CCL13,C1orf159,COL3A1,C4orf46,CCN3,BANF1,CCN1,CIBAR1,CBX8,CDKL2,CCDC125,CCT6A,BRCA1,CARMIL1,CD79A,CACNB1,CAMSAP2,CGAS,,IL1B,,IFNA8,PIAS3,TMPRSS2
,IFIT1,,EPRS1,,IFI30,,PSMA3,NPLOC4,MAVS,IFNA5,HMGB1,CRLF2,CREB3L2,CENPF,CCN4,CASTOR3P,CCNG1,CCDC125,CPE,CDKN1A,C3orf70,CD36,CYB5RL,CEP290,CCT7,CFAP161,CFAP184,CCL17,CEP170B,CDC45,CISD1,CASP7,COX10,DBNL,CHCHD5,CHD9,CDK17,CFHR2,CELA3B,CYB5R3,CD24,CDKN2A,CPEB2,COX10,CRY2,CHID1,CRLF3,CRYBB3,CKB,CEP192,CCNL1,CKAP5,CDK19,CDCA8,CFP,CCN2,CBLN3,CRYL1,CASP3,CELF4,BAZ1B,CCPG1,CIT,CCDC150,CDR2,CD48,CD14,C3AR1,CD55,CDCA7L,CACNB3,CARMIL1,CHST11,,IL33,,IFNB1,PIK3CD,TRAF3
,IFIT3,,EPS15,,IFI35,,SAT1,OTUD5,MMP12,IFNA6,HMGB2,CSF3,CTPS2,CHIC2,CD79A,CBY1,CD160,CCNI,CTLA4,CEBPB,C5orf34,CDK11B,DACH2,CFAP418,CDC23,CFAP46,CFAP96,CCL22,CEP57L1,CDC6,CLNS1A,CCDC122,CSTF1,DCAKD,CIITA,CMKLR1,CDKN2A,CHD4,CES5A,DAPK2,CD72,CEP104,CREM,CRMP1,CSF1,CMTM6,CRY1,DAXX,CPNE2,CEP76,CCNL2,CLCC1,CDT1,CDK1,CHST11,CCSER1,CBLN4,CST8,CCDC115,CERS6,C1QTNF7,CCR5,CMAS,CCR5,CENPW,CD81,CDC123,CACNA2D2,CDC25B,CDH23,CALHM2,CBY1,CLDND1,,IL6,,IFNE,PIK3R1,TRAF6
,IFITM1,,ETS2,,IFIT2,,SRGN,PPM1B,MYD88,IFNA7,HSP90AA1,CSRP2,DDX10,CLEC4A,CELSR2,CCDC88C,CD226,CCR4,CTNND1,CEBPZOS,CARNS1,CHRNA5,DBNDD2,CLDN8,CDC40,CREM,CHPF2,CCL26,CLCN7,CENPJ,CLPTM1L,CCND1,CTPS1,DCLK1,CLK3,CMTR2,CEBPZOS,CHERP,CETN1,DCLK1,CLEC12A,CHPT1,CRY1,CRY1,CTSD,COG7,CUTC,DBR1,CRYZL1,CHERP,CCR8,COPG2,CELF2,CELF4,CIB1,CD247,CCPG1,CTH,CCDC47,CFAP141,CAAP1,CCRL2,CNOT6,CDKN2D,CEP152,CHRNA4,CDC42BPG,CAMK1D,CDCA7L,CDNF,CAMK2N1,CD8B,CLIC1,,IRF3,,IFNK,PIK3R2,TREML4
,IL6,,FOSL1,,IFIT3,,SUOX,PTPN11,NMB,IFNA8,HSPD1,CST11,DDX19B,CLEC7A,CEP131,CCNG2,CD302,CD200R1,CWH43,CENPQ,CCL5,CLUH,DNAJB8,CLLU1,CDK5,CSF2,CNBD1,CCT7,CLDN4,CFAP141,CNR2,CCRL2,DEPTOR,DDHD1,CNP,CNKSR3,CHIC2,CLDN14,CGAS,DCLRE1C,CNN3,CHST2,CSRNP1,CTNNBL1,CX3CR1,COX19,CYP2S1,DNTT,CSF1,CHPF2,CD274,CRMP1,CENPL,CENPF,CIITA,CFAP126,CD81,CYB561A3,CCNA2,CFAP418,CACNG3,CD38,COPRS,CETN1,CFAP20,CHST7,CDK2AP1,CAMK2N1,CDH1,CEP41,CAPN2,CDH23,CMIP,,IRF7,,IFNW1,PRMT1,TYK2
,IRF1,,FUBP1,,IFITM1,,TAP1,PTPRS,NMBR,IFNAR1,IFIH1,CTNNAL1,DENND6A,CNGA1,CFAP221,CDC25B,CD79B,CD3E,CYBB,CEP162,CCNG2,CMTR1,DPP4,CNNM2,CERK,CST13P,COMMD1,CDK5,CREB5,CGGBP1,COMMD4,CD180,DIMT1,DGKA,COA3,CNNM2,CHRM1,CORO6,CH25H,DGKH,CPA3,CLDND2,CSRNP2,CYP2S1,CYP17A1,CPNE3,CYSLTR1,EFHC2,CSF3R,CHST12,CD69,CS,CERCAM,CENPP,CKLF,CGNL1,CDC25B,CYBB,CCT8,CLCN7,CARHSP1,CDH26,COQ7,CFAP70,CIBAR1,CHSY3,CENPK,CBX6,CEP68,CEP68,CBFA2T2,CEP41,COTL1,,MAVS,,IKBKB,PTPN11,
,IRF2,,GBP1,,IL15RA,,TFPI2,PYCARD,OAS1,IFNAR2,IKBKE,DDB2,DGLUCY,CNIH1,CHIA,CDKN1C,CD96,CD53,CYP4F3,CEP43,CCNL2,CNOT10,DTX4,COL11A1,CH25H,CXCL2,CRYL1,CELF5,CRYM,CGRRF1,COPA,CD70,DLGAP2,DLK1,COA4,COLEC11,CLK3,CRABP2,CLEC4E,DMTF1,CPM,CLEC4G,CTSL,CYSLTR1,DAB2IP,CUTC,DAPL1,ELOVL5,CTNNA1,CLDN12,CD83,CYB5R4,CHCHD10,CEP20,CLCA4,CHRNB1,CHAF1B,DDR2,CD2BP2,CLDN8,CASKIN1,CFAP70,CORO1C,CFAP97D1,CIT,CLEC5A,CEP128,CCDC12,CHMP7,CFAP418,CCDC167,CFAP418,CPOX,,NFKB1,,IKBKE,PTPN6,
,IRF9,,GMFB,,IL6,,TNFAIP2,QKI,OAS2,IFNB1,IL10,DDX59,DHX33,CNOT1,CHRNA3,CLEC2B,CDK12,CD7,DBP,CFLAR,CCR9,COG2,EEF1A2,CPNE7,CHCHD10,DDX60L,CYP4A22,CENPB,CTTNBP2,CHCHD7,COPRS,CD99,DNAJC2,DLK2,COL16A1,COMMD8,COG3,CRYGD,CLVS1,DNASE1L3,CPNE3,CNIH2,CWC25,DAPK1,DCAF5,CYP20A1,DNAAF11,EMB,CTSA,CSRNP2,CHD2,DCLRE1A,CHDH,CEP70,CLEC2L,CIB1,CHD1L,DECR2,CD81,CLYBL,CCDC63,CFAP97D1,COX8A,CHAD,CNST,CLN3,CEP164,CCDC142,CHN1,CFP,CCDC92,CHCHD7,CRIM1,,NFKBIA,,IKBKG,PTPRC,
,ISG15,,HADH,,IRF1,,TNFAIP3,RBX1,OAS3,IFNE,ILRUN,DEFB125,DIAPH2,CNOT11,CHRNA5,CREBRF,CDK6,CD81,DDX60,CHAC1,CD1D,COG6,EFNA1,CSF2,CHCHD7,DECR1,CYYR1,CEP164,D2HGDH,CHKA,COQ4,CEP128,DPP3,DPF2,CRISPLD2,CPSF3,COPG2,CSF3,CMPK2,DNMT3A,CRMP1,COBLL1,CXCL10,DDR1,DCLK1,CYSLTR1,DPY19L3,ENTPD5,DAB2,CTDNEP1,CISH,DDX60,CHKB,CEP89,CLPTM1L,CLDN8,CHRNA4,DGAT2,CDC42SE1,COQ6,CCDC88C,CGAS,CSTF3,CLBA1,CORO1C,CMTR1,CEP44,CD58,CNST,CHCHD7,CCRL2,CHMP7,CST7,,NFKBIB,,IL12A,RAC1,
,LIPA,,HADHB,,IRF9,,TNFAIP6,REL,PLCG2,IFNK,IRAK1,DHH,DLG1,CNST,CIMAP1B,CSF3,CHST15,CD82,DLG4,CHKA,CD200R1L,COL11A2,ELL3,CXCL2,CHD1,DNAJA1,DCAF11,CERK,DDX60L,CIR1,COX10,CFAP54,DUS1L,DPY19L1,CSNK1E,CRTC3,CRHR1,CUL9,CMTR1,DTHD1,CUX1,COL12A1,DDX3Y,DEPDC1B,DCUN1D3,DBNL,DST,EPRS1,DCLRE1C,CWC27,CLDND2,DEF8,CLCF1,CHODL,CNBP,CNOT2,CIMIP1,DIPK1A,CENPO,CORO1C,CCL13,CHRD,CTH,CLPP,CREG1,CNP,CHEK1,CD99L2,COTL1,CHML,CD99,CLNS1A,CXCR3,,POLR1C,,IL12B,RACK1,
,MAP3K10,,HIF1A,,ISG15,,TRAF1,RELB,POLR3A,IFNW1,IRF1,DHRS3,DNAJC27,CNTRL,CLOCK,CTNNB1,CIMIP2A,CDKN2AIP,DLX4,CHORDC1,CD7,COL4A2,ENTPD6,DDX51,CHD2,DNAJB11,DCAF4L1,CFAP184,DESI1,CLDN15,CWF19L1,CGAS,DYNC1LI2,DRAM2,CTCF,CTU1,CRIPT,CYB561,CNEP1R1,ELAVL1,CYP2S1,CS,DDX5,DLG4,DDX6,DDB1,DTL,ETNPPL,DCXR,CWF19L1,CLIP2,DET1,CNTROB,CLEC3B,COPG2IT1,COL3A1,CLEC2L,EEF1D,CEP44,COX10,CCP110,CIAO3,CXXC1,CNBP,CSTF3,COQ8A,COG7,CDC42EP3,CRTC3,CHMP7,CDCA4,CLUAP1,CYSLTR1,,POLR1D,,IRF3,RAP1A,
,MX1,,HLA-A,,MAP3K10,,UBQLN1,RNF125,POLR3B,IKBKE,IRF3,DKK2,DNAJC30,COMMD2,COL14A1,CXCR4,CP,CENPB,DRC1,CHST15,CD84,CREB5,ERBB2,DENND2C,CHST7,DPH3,DEFB126,CHPF2,DHRS12,COMMD9,DAGLB,CH25H,ECHDC1,DRC1,CWC22,DAB2IP,CRLF3,CYB561A3,CNIH3,ENTPD1,CYSLTR2,CYP11A1,DHX40,DPY19L3,DGKH,DHX16,ECM1,EVL,DOCK4,DANCR,CLK1,DIS3L,CSF1R,CLHC1,CRX,CORO1C,CNGA4,EIF1,CEP76,CSAD,CDK5R1,CIB2,CYC1,CNTN6,CUL4B,CRP,COPS5,CFLAR,CYP4Z2P,COX4I1,CDK2AP1,CNN3,DKK3,,POLR3A,,IRF7,RAPGEF1,
,MX2,,HLA-C,,NAP1L1,,XPO1,RNF216,POLR3C,IRAK1,IRF5,DOK1,DOCK2,CORO2A,COL25A1,CYSLTR1,CREB1,CHADL,DTX3L,CKLF,CD8B,CSF3,EVI2B,DEUP1,CMSS1,DUSP5,DMRTB1,CHST7,DIAPH1,COPG2,DCUN1D2,CLEC4E,ECSIT,DYNC1I2,CYTH4,DDX21,CSRNP1,CYP2S1,CNTN6,EOMES,DAB2,DAB2IP,DNAI7,ECM1,DOCK5,DHX29,EEF1B2,EZH2,DST,DDIT4,CLK4,DNAAF10,CTBP1,CNEP1R1,CTSS,COX11,COL2A1,EIF4E,CHIT1,CXCL13,CDK6,CIB4,DDB1,CREB3,CYP11A1,CSGALNACT2,COPZ1,CHD9,DAPP1,COX6C,CEP128,CREB1,DNAJC22,,POLR3B,,ISG15,REL,
,NMI,,HLA-E,,NMI,,,SIGLEC1,POLR3D,IRF3,IRF7,DTNB,DPYD,CPNE1,CPN1,CYTH3,CRTAM,CIRBP,DUSP8,CLIC4,CD96,CTXN2,EVL,DNAJC9-AS1,CNOT6L,DYNC1H1,DTYMK,CISH,DLGAP2-AS1,CSDE1,DEGS1,COX18,EIF3G,EHD2,DALRD3,DHODH,CSRP3,DDC,COL11A2,EPAS1,DARS2,DCLRE1A,DNAJA4,EEFSEC,DOP1B,DHX32,EMB,FAM193B,DUSP16,DDX31,CPD,DPY19L1,CXCR4,COMMD2,DANCR,COX19,COL5A1,EIF4G3,CITED2,CYP51A1,CELF3,CISH,DDIAS,CRYZL1,DDIAS,CSTB,CPA3,CKM,DGKA,CRTC3,CFLAR,CSGALNACT1,DUSP10,,POLR3C,,MAP3K1,RPS6,
,OAS1,,IFI16,,PARP1,,,SIRPA,POLR3F,IRF7,IRF8,DUSP3,DTD1,CPSF7,CRIP3,CYTH4,CTNNA3,CMTR1,ECM1,COQ10B,CDC42EP3,CYB5RL,FAM167A,DPYSL5,COMMD1,DYNLT1,DYNC2I2,CLEC16A,DTL,CXCL10,DEPTOR,CTNNAL1,ENTPD5,ELL3,DAPK3,DIP2A,CTLA4,DDX20,COL12A1,FAM234A,DDR1,DCLRE1B,DNAJB2,ELOVL6,ENTPD1,DPCD,EML5,FAM53B,DUSP6,DDX51,CSRNP1,E2F6,CYB5R1,CRYBA2,DCC,CPQ,COTL1,EPM2A,CMPK2,DAAM1,CEP20,COX6A2,DLG3,CSF2RB,DDX19B,CTNNA2,CST7,CLSTN3,DIPK1A,CSGALNACT1,CHST11,CYP2J2,EFHD2,,POLR3D,,MAP3K7,RPS6KA4,
,OAS2,,IFI30,,PLOD2,,,TRAF3IP1,POLR3G,ISG15,IRGM,EBF1,EHBP1,CSNK2B,CTXN1,DHRS1,CUBN,CNN1,EIF4E3,COX15,CDC42SE2,DAO,FAM83G,EFCAB6,COMMD3,EAF1,E2F7,CLTB,DYNC1H1,DENND5A,DGCR8,CTSW,ERRFI1,ENDOD1,DBNL,DNAJB9,CTRL,DHCR24,COL4A2,FARP1,DGAT1,DENR,DNAJC5,EMB,ERN1,E2F6,F13A1,FHIP1B,DYNLT3,DENND11,CXADR,E2F7,DCBLD1,CTC1,DCTN4,CPSF4,CSDE1,EREG,COL9A2,DDX6,CEP76,CRB3,DMAC2L,CSNK1G2,DDX21,CTSD,DANCR,CMIP,DLL3,CYP2B6,CLSTN1,DDX60L,EIF3A,,POLR3F,,MAPK10,RPS6KA5,
,OASL,,IFI35,,PLSCR1,,,TRAIP,PQBP1,JAK1,ISG15,ENO1,ELAC1,CST7,CYP1B1,DPEP2,CYB561,CNPY3,ENTREP3,CRABP2,CHDH,DCAF15,FBXW4,ENSG00000230725,CPQ,EIF1,EDA2R,CMTM8,EMP1,DESI1,DMAC1,CXCL11,ESF1,ENOX2,DDX11,DNMT1,DDA1,DIPK2B,CORO2B,FGR,DGKG,DIXDC1,DOT1L,ESPN,F2R,ECSIT,F2RL1,FLNA,EEA1,DHX30,DCAF12L1,EIF2AK2,DCK,CYB5R1,DENND4A,CRACDL,CSN3,ERN2,COPZ1,DESI2,CFDP1,CREB3,DNAJC9,CSTB,DEK,CYP4F22,DBF4,CNNM3,DMXL2,DCK,CLSTN3,DENND5A,ENTPD1,,POLR3G,,MAPK11,RPS6KB1,
,PDXK,,IFI44,,PMAIP1,,,TRIM27,PTPN11,LSM14A,ITCH,ENO2,EXOSC2,CSTB,CYP7A1,EDAR,CYP4X1,COX20,FAM174B,CRAMP1,CHST10,DCAKD,FIGLA,EPHA5,CRIM1,EIF2B2,ENPP5,COG2,ENSG00000284837,DEXI,DNAJC24,CYBB,ETV5,EPHA1,DDX23,DNMT3L,DEK,DIXDC1,CPSF2,FNIP2,DISP1,DLAT,DUSP10,ETV3,FAM53B,EHMT1,FAM124B,FLNB,EFHD2,DISP1,DGAT1,ELP2,DDX4,CYP11B1,DHX33,CRYZ,CSNK1D,ESD,CORO1C,DHX33,CGGBP1,CX3CL1,DNM1L,CXCL12,DNAJC2,CYSRT1,DHRS1,CPEB3,DNAJA4,DENND11,CMIP,DHRS7,EOMES,,POLR3GL,,MAPK12,RPTOR,
,PLOD2,,IFI6,,PML,,,TYROBP,PTPN22,MAVS,KAT8,ENSG00000229727,EXT1,CXCL3,CZIB,EEIG1,DAW1,COX8A,FAT4,CRTAM,CLK1,DDX3Y,FMO5,EPHA7,CRNKL1,EIF2S2,ENSG00000275465,COMMD1,ENTPD5,DFFB,DOCK1,DBNL,FAM98A,EPX,DHRS13,DOC2B,DENND2B,DLL4,CRYBB2,FOXP1,DPP4,DPY19L1,DUSP16,F2RL1,FBXL17,EIF4G1,FAM72A,FNTB,EHD4,DLG3,DHX40,ELP4,DHDDS,DCTN5,DHX37,CTNNA1,CSNK1G1,ESRP1,CSF2RA,DHX58,CHAF1B,CYP11B1,DSCAML1,CYBA,DNAJC9,DBI,DHRS4,CRADD,DNAJC30,DENND2D,CTNNA1,DUS1L,EPHA3,,POLR3H,,MAPK13,SOCS1,
,PLSCR1,,IFIT1,,PPP3CA,,,UFD1,RAB2B,METTL3,KLHL22,EYA2,FARS2,CXCL9,DDO,EHD1,DCLK1,CRIP1,FBLN2,DDIAS,CREB1,DMBT1,FOXJ2,EPYC,CSE1L,ENSG00000230725,ENSG00000291065,COMMD3,EQTN,DIDO1,DOHH,DCAKD,FASTKD5,ESRRA,DMTF1,DOLK,DNASE1,DNAAF5,CSRNP1,FPGT,DPY19L3,EFR3B,DUSP8,FADS1,FBXW7,EME1,FBXO17,GABBR1,EXTL3,EDC4,DNAI7,ESCO2,DOCK2,DPY30,DIS3L2,CTNS,CYB561A3,FABP5,CSNK1G2,DMAC2,CHST11,CZIB,EAF1,DAPL1,DNM1L,DENND6A,DIAPH2,CTSD,DSC1,DGKA,DNAJC1,EEA1,EPHA4,,POLR3K,,MAPK14,SOCS3,
,PMAIP1,,IFIT2,,PPP5C,,,XAF1,RIGI,MIR21,KPNA2,FADS1,FARSB,CYBA,DIPK2B,EPC1,DCLRE1C,CRLF3,FBN1,DDX4,CREBBP,DPCD,FOXO3,ERI1,CUTC,EPSTI1,EPB42,CSK,EREG,DMRT3,DPY30,DCBLD2,FUCA2,EVA1B,DNAJB1,EBP,DOK1,DNAH17,CTSW,FRYL,ECM1,EHD1,EGR1,FAM124B,FRYL,EPHA8,GBE1,GFI1,FABP4,EFTUD2,DNAJB2,ESYT1,DPEP3,DYRK2,DKK4,CTSF,D2HGDH,FADS1,DGKG,DNAJB4,CIMIP1,DAND5,EHD3,DCLK2,DRAM1,DNAJA1,DIAPH3,CXCR6,ECE1,DPH5,DPP9,EFHC1,ERICH3,,PYCARD,,MAPK8,STAT1,
,PML,,IFIT3,,PRAME,,,YY1,RIOK3,MMP12,LILRA4,FBXO22,FBXL17,DDX19A,DNALI1,EVI2B,DLEU7,CSRP1,FGG,DNAAF4,CRIM1,DTNA,FRAT2,ERLEC1P1,DCAF7,EPYC,ESAM,CTNNAL1,EXOC3L4,DNAAF5,DRG2,DCP2,FXR2,EVX2,DNAJC4,ECSIT,DOP1A,DNAJB12,CXCL13,FYN,EIF4E3,EHD2,EIF4A2,FANCG,FYN,FAM111A,GLIS3,GMCL1,FABP7,EIF3B,DUSP14,EXD2,DPY19L1,ELMOD3,DNAJC1,CTSW,DCK,FARP2,DMD,DNAJC10,CLINT1,DCLK2,EIF3C,DCUN1D1,DYNC2I2,DPYSL2,DNLZ,CYTH3,EIF1AY,DPH6,DPY19L1,EIF2D,ERN1,,RELA,,MAPK9,STAT2,
,POLR2B,,IFIT5,,PSMB10,,,,RIPK2,MUL1,LILRB1,FBXO24,FBXO4,DDX28,DPM3,EZH1,DOP1A,DCAF15,FUT7,EDN1,CRIPTO,E2F2,FRK,ESRG,DDX17,ERAP2,EXOC6B,CUTC,FAM219A,DNAJB11,EIF2B1,DDHD1,G3BP1,EXOC7,DOHH,EHHADH,DPYSL5,DNAJC27,CYBB,GALNT3,ELOVL6,ELFN2,EIF5,FASN,GAS7,FAM162B,GPNMB,GNAS,FBLIM1,EIF3D,DUSP2,FAM111A,DTD2,ENDOU,DNAJC3,CUL1,DCLRE1B,FGFR2,DOP1B,DPM2,CNGA4,DENND6A,EIF3J,DGAT1,DZIP3,DYNLT3,ECPAS,DCAF15,EIF3A,E2F5,DUSP10,EIF3E,ETV6,,RIGI,,MAVS,STAT3,
,PPP3CA,,IFITM1,,PSMB8,,,,RNF135,MX1,MAVS,FBXO42,FBXW7,DESI2,DUSP18,FAM167A,DPP4,DDX52,GABBR1,EEA1,CSGALNACT1,EFNA4,FSCN3,FAAP20,DDX18,EREG,FAM169BP,CYC1,FAM230C,DNTTIP2,EIF3I,DDX60,GAR1,EXT1,DVL1,EIF5A2,DUSP19,DOLK,CYP24A1,GATA1,EMB,ELMO2,ELL2,FBXO17,GDPD5,FAM168A,GPR146,GPSM2,FGL2,ELP5,DUSP4,FAM20B,DUSP18,EPRS1,DPH6,CXADR,DDX17,FIG4,DRG1,DYNLT2B,COG6,DIPK1A,ELAVL1,DHTKD1,EIF3C,EEF1G,EDIL3,DCBLD1,ELP2,EARS2,DUSP2,ELOVL4,F2R,,RIPK1,,NFKB1,STAT4,
,PSMB10,,IL6,,PSMB9,,,,SETD2,MYD88,MIR21,FDXR,FCHSD2,DFFA,DUSP28,FAM219B,DSC2,DGAT2,GATA1,EGR1,CTSE,EIPR1,GABRR2,FABP6,DENND4C,ERO1A,FAM43B,CYSLTR1,FAM83G,DPH2,ENTPD5,DEDD,GLRX5,FAM171A1,EHMT2,ELP6,DUSP2,DRC3,DHX58,GDPD5,ERICH1,ENTPD1,ENKUR,FCRL1,GFOD1,FBXL14,GTF2IRD1,GTF2I,FMNL2,EPCIP,DUSP8,FAM78A,ECT2,EXTL1,DPYSL5,CXCL13,DDX55,FLNB,DYNLL2,ECI1,COPA,DPYSL5,ELOVL6,DNAAF4,ELL2,EHBP1L1,EIF3M,DENND1A,FAAH2,EDAR,DVL3,EPCIP-AS1,F5,,RIPK3,,NFKBIA,STAT5A,
