"cell_type","Control1","Control2","Control3","nmo001","nmo002","nmo003","nmo004","nmo005","nmo006","nmo007","nmo008","nmo009","nmo010","nmo011","nmo012","nmo013","nmo014","nmo015","nmo016","nmo017","nmo018","nmo019","nmo020","nmo021","nmo022","nmo023","nmo024","nmo025"
"B cell",0.076022048690859,0.0844809628515218,0.0763239875389408,0.050280199252802,0.0941162542914644,0.0655085809962327,0.0784126551206873,0.244369369369369,0.308421177306645,0.0603530534351145,0.0519994889485116,0.0803613884926296,0.163612847596465,0.112303506650544,0.127646403367587,0.0457812084109662,0.240560184364474,0.162957891133174,0.0553231055323106,0.0250142775556825,0.108238471927455,0.0500038523769166,0.0250516173434274,0.0990499071748389,0.0616538900668733,0.0833979829325058,0.194411648957104,0.136147103658537
