"cell_type","no","no.1","no.3","no.4","no.5","NA.","NA.1","NA.2","NA.3","NA.4","NA.5","NA.6","NA.7","NA.8","NA.9","NA.10","NA.11","NA.12","NA.13","NA.14","NA.15","NA.16","NA.17"
"B cell",0.00866894310293181,0.018099790838195,0.00162171086581213,0.00982972889093084,0.00132538993509766,0.0125585913221446,0.0191896564376842,0.0229851102765983,0.00649673268847837,0.023538016996277,0.0165531841410561,0.0129053021931578,0.0146188081594602,0.0270295938908737,0.029593526232409,0.00894783050846647,0.0244218465356769,0.0180104670645117,0.0112169805261833,0.0083117522971935,0.0121876742247837,0.0118447257119521,0.0279329384706802
