"","Patient10_2T","Patient1_2T","Patient2_2T","Patient3_5T","Patient4_3T","Patient5_3T","Patient6_4T","Patient7_2T","Patient8_1T","Patient9_1T","SRR17386548","SRR17386549","SRR17386550","SRR17386551","SRR17386552","SRR17386553","SRR17386554","SRR17386555","SRR17386556","SRR17386557","SRR17386558"
"ENSG00000225630",4.42884597516647,5.27063184189665,4.93037437805502,4.17691641492567,4.76005329878158,4.6988422724957,4.37798307716986,3.9414225293316,6.03456162946632,4.97093992889061,9.34247431097918,4.76316072357629,4.36485706909843,3.95538906125165,3.51963061025891,3.24562233666191,4.3758091490988,3.43546752177885,5.30667183097139,4.20579255618181,4.13969053268205
"ENSG00000248527",8.8491127845508,9.08973292422527,9.20103420490202,8.73956254890113,8.95754617798674,8.95377496717454,8.73758861235189,8.41703066816874,9.89067448809999,9.33647408856339,8.61038676760003,9.57988294034309,8.91147654727516,9.0324517589649,8.50625523780094,9.89026311887278,9.07089005890432,8.97491284559547,9.03668882852758,8.83393025919567,8.74890781679509
"ENSG00000228794",4.46882610464013,4.07527837836406,3.58753081777481,3.87894202999478,4.18583552487844,3.37225786288957,4.41819570867751,3.12545299130403,3.7197234769767,3.56458108631518,4.22299169850082,3.06489008824012,3.82060167062266,3.58721449415369,4.28854550842634,3.56052508697427,4.36692391500088,3.75049356274384,4.35308203433358,3.68444990202058,3.18672029205432
"ENSG00000188976",4.65849368604163,4.33316078059027,5.0094103540974,4.10229146306954,5.51286912311789,4.84693848466997,4.16891269507508,4.86632173992723,4.38041704260147,5.28176708996715,2.65955298394832,5.15989602545172,4.35789694516764,4.63313989177606,5.20163189160964,4.10848335582104,4.78008716816185,4.58460494961455,5.61657756314924,4.62557946355788,5.15159695028993
"ENSG00000187608",6.14965881850311,4.99191604260981,5.28389087122058,6.51127855172378,5.65894833343877,5.36865043673049,6.28136556694147,7.41868725456377,5.62767144314405,5.27726993883733,6.53383259086745,6.72049825844309,4.55970105501776,5.64429496960577,5.09345635453979,6.4431149059059,6.32669070628652,6.53466184839354,5.31609476187669,5.81955597350753,4.84649564337367
"ENSG00000131591",3.05116362411914,3.4341543798135,3.43795138609537,2.31616359453519,3.4743315600168,3.32832282984401,2.49764866833121,2.88500864587514,2.83157365916588,3.41488667940296,4.02361994985518,3.31935916164121,2.41710811704428,1.83527202945843,3.62420372413911,2.87264447339114,2.93964053680007,4.2075614408575,3.90295937833369,1.79623327008321,0.486730057899277
"ENSG00000078808",6.08502029395205,6.11501286419302,6.36456343134448,5.42941171854448,6.75158042229524,6.04130158326089,5.32576577307307,6.22711454442133,6.38390309754443,6.2744379759912,6.62530754341221,5.92369043210224,6.10656448408362,5.74521594119752,6.19904540567511,6.28846287673175,6.169950261501,5.23977933059788,5.95991024934371,5.96719941618354,6.48603550040057
"ENSG00000176022",5.23136833868864,5.00490696378793,4.62324646230614,3.52696914222929,5.79666189569905,4.67104852475514,3.24566538595961,5.88485745695278,5.38692960791758,4.87603117882807,5.4076796975644,4.6333277051716,5.20172400987036,4.92020992415684,4.69671704807397,5.14593347051236,4.27590936826242,4.62547182977069,4.00943957966361,4.81628635829587,5.33937651408731
"ENSG00000160087",6.14746520458981,6.35014080028614,6.34208236115152,5.4354370087878,6.66869936188776,6.19251200098994,5.99393418959344,6.32316251668563,6.10845382393573,6.36673964662685,6.518912864352,5.90774353441546,6.15111814221178,6.33937669172038,5.92845947644083,6.44884113301715,5.82518307294186,6.02932136248095,6.23166206101705,6.24409660670822,6.39321696536173
"ENSG00000131584",4.60903929529742,4.17839883972792,4.40523457329364,3.21497229137665,5.05402354541471,4.05041925428261,3.15659303835304,4.2061791850574,4.16816186369764,3.65726170025006,3.8520352450608,4.73767763058828,4.53653203347397,3.34119717423552,4.77276163041145,2.78959470483704,4.59382533465674,5.05477661597531,2.44568336890348,4.11608368204093,4.0892960687726
"ENSG00000127054",5.663991256765,5.22117537709053,5.25325597088138,4.69039185929392,5.7494479571803,5.36086604593365,4.65731764294691,5.29843831723382,4.71757715834882,5.78324639591866,5.27168579143636,4.391056954825,5.93749320405011,4.9506665382405,4.66738230932366,4.90059615259638,4.92094532613303,5.51769452502921,6.25455278493667,4.51161930351779,5.45564273607663
"ENSG00000224051",4.25231719102762,4.07434141461617,3.84052516426295,3.80394907281284,4.60285549740176,3.68875003156854,3.61534184350661,4.55430848565317,3.86826512776305,4.00752793735977,4.21912884675982,3.88484284322236,4.3459772199131,4.10493985259735,3.35664013497057,4.27675236743181,3.29388630044249,3.90574914908892,4.52721482610635,3.79188104997624,4.31510549652615
"ENSG00000175756",6.18788623351177,6.48594463652939,6.55486067902768,5.97859463059418,6.77469300849751,6.60160448204649,5.60382949696791,6.69221206990085,6.80417435210512,6.19910110963489,6.34741177485686,6.07975313341537,6.35761587740806,6.13398645922529,6.42186930272726,6.67128610545651,6.43742827979703,6.26696388031406,6.3765608490974,6.43441276462531,6.9240339195535
"ENSG00000221978",7.92580524105742,7.69946906848053,7.57118475481063,7.6381232050038,7.77054179433179,7.77581273888005,7.2347022663939,7.82097743735432,7.32942197389663,8.23690720092004,7.47076373932583,7.84732169908395,7.51957453815812,7.44460802548287,8.00638352565113,7.2885180065149,7.66193633359335,7.83713419174946,7.89351917059592,7.53247698395469,7.38042424379915
"ENSG00000224870",2.84214026926964,3.31621871636879,3.72497938391596,3.29628126760951,4.20232327431092,3.35078835370452,2.86334364737914,4.10817148660094,2.49469575406854,4.02222051717673,4.84967648525851,4.39530041093552,1.4264437959577,-0.135855412856259,3.2167245458153,3.77050790587563,3.35968387030274,3.40879418010021,4.58754587862341,1.5315277550475,3.82015185820882
"ENSG00000242485",5.34385269699323,5.79763487598157,5.71902787579409,5.20077380261051,5.80515620059078,5.44607546600434,5.06625565730754,6.01855387416494,5.46272158857109,5.75800982902568,5.64000730614279,6.31728010301052,5.46489084857776,5.50139633944443,5.64823821957927,5.77434718068489,5.42093042352532,4.15700229375673,5.38508061998704,5.52726304888062,5.76081702461213
"ENSG00000160072",4.07673908397545,4.06070651248792,4.00263160193271,2.99679725631044,4.6483515052545,3.23403007555872,3.03200149688357,3.8456795145405,3.24941828734994,4.42907866882059,3.3394521470101,4.97187774271055,2.25728585718291,3.18684731273835,4.43932668769206,3.74095469732708,4.2580150646811,3.98971237809221,2.31577746682307,3.50518132662794,3.96437313564832
"ENSG00000197785",3.37393345373256,3.18631847542203,3.05303998757525,2.81341755169686,4.03714327974753,3.36175956944465,2.9996279290518,3.76927695415017,3.03404919545296,3.60708911988647,3.77934687647062,3.20997002392564,2.41476244030822,2.0498225229051,3.45945243744364,3.24399546298345,3.94936506528526,2.024274216816,3.64091637720125,3.81729439375009,3.87526233081664
"ENSG00000160075",7.24861007165241,7.44771947857584,7.42806589135993,6.70124854059447,7.80150120322586,7.16501018397231,7.10991286305782,7.34012668456676,7.22287137338433,7.31599425364521,7.36071790574565,7.54001124134208,6.8981295850822,6.88799731270937,7.18626900514685,7.27185204359172,7.35593028300528,7.13461373233872,7.44563365324293,6.96212080022467,7.26481135083214
"ENSG00000197530",5.38367820709827,4.80124985677357,5.60442360401523,4.33594903764764,5.62551444746666,5.27918785445126,4.71112059597858,5.53867791123376,5.55230499676683,5.56155845112215,5.90873680537238,4.90114880117103,5.07143693932869,4.985145089187,4.3905198663002,5.78333403571506,5.697851266143,5.31802202167915,5.29369941743623,4.39492183143712,5.22686833886236
"ENSG00000248333",4.75358612092536,4.90483323142437,5.68922323887409,4.69926880673436,5.10135591669152,5.28344376218516,5.29029016387105,5.28933954248983,6.15854933475428,4.76560359280692,5.21864057459465,5.04285412908713,5.27158661674132,5.38187582945651,5.33611143809195,5.96758469035844,4.74540202279331,5.13718342490221,5.21270889938108,5.26925374186386,5.53496779255607
"ENSG00000189339",6.03514757905907,6.08707151779249,6.02690993849753,6.02457175936473,6.23457730620852,6.15791453862257,5.98483715587268,6.15090159877722,5.10987854788952,6.35725004886796,6.28176346644641,5.84713518505653,6.19362990143568,5.62901222358265,6.59534805031197,5.77855744794431,5.57242654813111,6.00526330471265,6.05602208180406,6.08683530953328,5.62923712306216
"ENSG00000008130",5.54122488189214,5.86987265304412,6.09817600310897,5.16461030122541,6.34549582817826,5.32307392979427,5.90595447813587,5.68621452976764,4.79460773281672,5.95495911147674,5.28369201980228,6.2096805251096,5.4506033199558,6.03847248081057,5.84330218300386,5.60425044846518,5.00081827675604,5.01882406778345,5.69941774568844,5.87258382718341,5.7449903703555
"ENSG00000078369",7.33720002342316,7.46971170516186,7.61426874199273,6.46518636944782,7.72720582695151,7.29718650022984,6.36960805047584,7.69125311030877,7.9896509121811,7.00836552290756,7.56376397454725,7.35354379079461,7.1060429236451,7.22539436746072,7.17421761371463,7.1886225626638,7.30306084539281,7.34005734649671,7.1804059291889,7.12244289141512,7.46213847151474
"ENSG00000162585",4.50586776128374,4.34206392516957,4.86752737613723,3.54901364497588,5.09182888173291,4.50097087913132,3.82859466025834,5.02659949262073,4.99343099515074,4.73832882660006,4.84656784676758,4.60424914424739,4.00757637657663,4.44769442931398,4.4274205873886,4.55001011807438,4.55823680976924,3.9773226642192,4.80696446536165,4.26402606628749,4.77784150939288
"ENSG00000157933",3.68278927559198,4.48958836338225,4.20658450416871,3.47957667781921,4.70409518492461,4.94337732633278,3.71942576542122,4.72769941285025,5.89021854944389,3.92572257931832,4.28993906832702,3.69244187599673,4.50782016181648,5.07150386390056,5.18703737896717,5.22265850581325,4.15316911147477,4.50056640169704,3.80868456592502,4.77114957148385,4.63393355739361
"ENSG00000157916",6.01485256620793,6.12660833677963,6.17762585345698,6.26400070717941,6.36833712112293,6.31198306899643,5.94293203291751,6.39322464599175,6.04363181991113,6.2132965435807,6.50450650537692,6.24690357160788,6.19328902873364,5.83555502902278,5.74505051512083,6.26341445469324,6.37869892351783,5.91896352625532,6.07030458075611,6.1792187466475,6.48753838001733
"ENSG00000157873",2.923437681459,3.08027402635494,3.14159403523484,2.39273855144559,3.08090826845344,2.07811948004164,2.23008541104102,3.09666934366897,2.46853516452283,3.75132742052809,4.56501259447236,3.53671766820189,1.00298643084209,2.31337364149385,2.50458765517009,2.14248388598104,1.87391730308291,2.82600132744851,3.86339510459874,1.04554004437753,2.61580875468925
"ENSG00000162591",4.78445703297318,4.57203504692469,4.79353448142715,3.22855918893835,4.97031449426788,3.92172436752582,3.18901720963232,4.7883349713544,2.03232146863864,4.59847676335278,2.76690083064797,4.41022148264819,4.06809605673644,4.03496935914986,5.24107639661906,3.15939865275034,3.21845980998835,4.14251005667882,3.5043036946053,5.02308934264094,4.40987930160265
"ENSG00000158109",5.30685817263972,5.77710772890564,5.4470367821464,5.22039686629833,5.77566017021795,5.4860888131287,5.27951256904901,5.83935568977187,5.71315468879105,5.20426288571293,5.91231874457572,5.27525903153974,5.26218990801965,5.7811344180107,5.34029775975947,6.03714980531024,5.27733974245695,5.59532002387369,5.22968835510791,5.65013777535229,5.59256527151237
"ENSG00000116213",5.06319124987719,4.91888756351781,4.74424758708447,4.86119518061834,4.98422216264784,4.79777439251058,4.7164809742771,4.7786829917414,4.10757768482624,5.20682363519862,4.88356657124992,4.6182720239892,4.67784538337047,5.63158069454648,5.39363635746022,4.24420019065926,5.66719560273874,4.19273634369391,4.22575867196149,4.79104067049399,4.23754152595627
"ENSG00000293478",3.91566731633839,3.67747081691036,3.13447039517701,2.83911670381964,3.6050133324898,3.64110403379938,3.61584673948977,2.83100101347256,3.51054762673513,4.05758721408339,3.89890038367965,3.72754536475529,4.42977613510165,2.74874356209239,3.75976277536283,3.49229579878469,3.94180551882158,2.60942287639954,2.48096933765226,4.11143569658042,3.03838915118242
"ENSG00000130764",5.64946608405781,6.10755765553712,6.09986371572066,5.84368758336213,6.06748785508799,6.09822469965685,5.92475469468518,5.68856659260447,6.13284909270879,5.7374403313113,6.16093402047031,5.55475268727464,6.4611063086404,6.1279608011983,6.01572889523692,6.30479317393119,5.58309780454654,5.99262237734782,5.62694218430279,6.1855554819614,6.07970399702723
"ENSG00000116198",6.08813792097455,6.10095962365671,5.83683885328156,6.01671121385782,5.84885010426328,5.54594841816241,5.66776285657407,5.55321087773279,5.95519712668936,5.86996535674981,5.47550248063194,5.6022068813838,6.04242639352776,6.06697846908803,5.89743766227353,6.39856030435566,5.93103133279574,5.58970040200001,5.84875123859263,5.68214981861585,6.10894015098183
"ENSG00000169598",4.21567610285126,4.23001685672967,3.44873211245771,4.01633112788745,4.32187468276907,3.93292667093507,3.87166426926662,3.5512299869133,3.19252844055781,3.88266525959983,3.94122185130628,3.18828449298753,4.03814594943977,2.9996067623165,3.72331199040732,4.13080793818169,4.05164064755263,4.65586701012209,3.87872732625735,4.11248993111978,3.64346929293785
"ENSG00000198912",5.34007776333679,5.05732589648535,5.05134354787262,4.83156873713872,4.61906595187889,4.63082054466165,5.03794561886475,4.2852257673066,5.3070032829796,4.67670017677121,5.24699359505346,4.76424524605532,5.11103009052474,4.76250898578144,4.29537962941739,5.38724507404275,5.43805346491788,5.07892016648221,4.58409495585964,4.79682400909734,4.43343173421299
"ENSG00000069424",6.49145097784298,6.96767643509661,6.9052780993262,6.37209770873518,7.33477367025158,7.10080155445996,6.46102678680097,7.03955920617989,7.00677202571159,7.00402162854656,6.92697569671419,6.77138202907398,7.01243703977982,7.07094794909859,6.65757520996537,6.97284575567224,6.7271833451816,6.67634738700263,6.75152163602903,6.70855192187208,7.36474627632382
"ENSG00000116251",6.38800612515675,6.01837466212812,6.62545064145732,5.97743878381435,6.16048889923256,6.15674244166853,6.46976778866642,6.37478016569254,6.51723726287367,6.3612972237076,6.58747681730337,6.17784914022126,6.36517127188787,6.11393838365427,6.63215857542797,6.69664989420109,5.81831665788645,6.09913712627693,6.35338421426401,6.28538653983401,6.43657948095022
"ENSG00000116237",4.2944553635505,4.56766486579958,4.36736227693559,4.69382277732343,4.6735512100891,4.18411524126208,4.54424794461102,4.75732931623739,3.10579290573966,4.80215422716539,4.27627407996537,4.62980082016922,4.34509689351169,4.87505024017396,4.51474676367054,4.3226059478198,4.21677835694294,4.28321316154044,4.44838308183772,3.37418708116474,4.26386999107948
"ENSG00000215788",4.46751611118871,3.50673600046658,3.88227737188917,3.40537494367124,4.52723638101669,3.66437427915201,3.04087260646319,4.01176097439538,1.53258529822689,4.26218242111656,2.38860454433592,2.94282685741283,3.76735427441894,2.90959022132435,2.95040906325676,3.94114076009671,3.58780690959551,4.5833192846808,4.45665328584006,3.89071914333407,3.11677487808417
"ENSG00000162408",5.92756561333681,5.45288495068098,5.6060291625851,5.78993990126146,5.72944851234225,5.63581015119199,5.94371724494422,5.56217186181881,6.11746306432044,5.88501595812857,5.22697040763151,5.61697967262428,5.57313972274759,5.9700062103092,5.94270075081616,6.04131749789864,5.71289332253726,5.87406393837825,5.64966303888734,6.39323180952221,6.04543598710947
"ENSG00000204859",4.37566929047331,4.32142806723129,4.24897173625074,3.44190228472475,4.51315082386036,4.35046177135282,3.95029384881451,4.05546296057098,3.40285959842508,4.91244103410955,4.37697752414251,3.28716135119632,3.64491526618588,2.76378192061723,4.91692904505839,4.53063281805565,3.51378662323414,4.31731003295534,5.06650628919287,4.29389720838656,4.12071205059968
"ENSG00000162413",4.61363946488459,4.69033094110264,4.78578835092137,4.39678839395845,5.16726639187117,4.86324165792588,3.95384398808936,5.10500535245476,3.42505246344695,4.94104978590012,4.64483883791918,3.59249454529211,4.71038830746161,4.38847627129531,4.5482771764725,5.12648724290807,4.29718535442991,4.5771513577977,4.77036514720044,4.81242707372943,4.85115447752604
