"10","11","1285","2268","3371"
"MOV10","MOV10",NA,NA,NA
"UBA7","UBA7",NA,NA,NA
"PSMB9","PSMB8",NA,NA,NA
"TAP1","PSMB9",NA,NA,NA
"CMTR1","TAP1",NA,NA,NA
"NCOA7","CMTR1",NA,NA,NA
"LY6E","LY6E",NA,NA,NA
"IFITM1","IFITM1",NA,NA,NA
"B2M","B2M",NA,NA,NA
"ISG20","ISG20",NA,NA,NA
"TRIM25","TRIM25",NA,NA,NA
